Project:	anna_barrier_ceramic_04_21_2025

Test:	std d=1.5mm sweep

Result:	stress sweep auto 1

Interval and data points:	1	20
Interval data:	Point No.	Time	Shear Stress	Shear Rate	Viscosity	Gap	Complex Viscosity	Torque	Shear Strain	Time of Day	Normal Force
											
		[s]	[Pa]	[1/s]	[mPa·s]	[mm]	[mPa·s]	[mN·m]	[%]	[]	[N]
	108	27	10	0.029515	3.3881E+05	0.02018		0.36744	9.2E+04	5:40:18 PM	0.251
	109	27.25	10	-0.0036443	-2.744E+06	0.02018		0.36744	9.2E+04	5:40:18 PM	0.251
	110	27.5	10	-0.017394	-5.749E+05	0.02018		0.36744	9.2E+04	5:40:18 PM	0.251
	111	27.75	10	0.035839	2.7903E+05	0.02018		0.36744	9.2E+04	5:40:19 PM	0.252
	112	28	10	-0.017037	-5.8696E+05	0.02018		0.36744	9.2E+04	5:40:19 PM	0.251
	113	28.25	10	-0.010981	-9.1064E+05	0.02018		0.36744	9.2E+04	5:40:19 PM	0.252
	114	28.5	10	0.020029	4.9928E+05	0.02018		0.36744	9.2E+04	5:40:19 PM	0.251
	115	28.75	10	-0.011354	-8.8077E+05	0.02018		0.36744	9.2E+04	5:40:20 PM	0.251
	116	29	10	-0.0032702	-3.0579E+06	0.02018		0.36744	9.2E+04	5:40:20 PM	0.251
	117	29.25	10	0.024449	4.0902E+05	0.02018		0.36744	9.2E+04	5:40:20 PM	0.25
	118	29.5	10	0.00065138	1.5352E+07	0.02018		0.36744	9.2E+04	5:40:20 PM	0.251
	119	29.75	10	-0.019182	-5.2133E+05	0.02018		0.36744	9.2E+04	5:40:21 PM	0.251
	120	30	10	0.014463	6.914E+05	0.02018		0.36744	9.2E+04	5:40:21 PM	0.251
	121	30.25	10	0.0001626	6.1499E+07	0.02018		0.36744	9.2E+04	5:40:21 PM	0.251
	122	30.5	10	-0.011698	-8.5483E+05	0.02018		0.36744	9.2E+04	5:40:21 PM	0.25
	123	30.75	10	-0.0037934	-2.6362E+06	0.02018		0.36744	9.2E+04	5:40:22 PM	0.25
	124	31	10	-0.0079011	-1.2656E+06	0.02018		0.36744	9.2E+04	5:40:22 PM	0.251
	125	31.25	10	-0.0041022	-2.4377E+06	0.02018		0.36744	9.2E+04	5:40:22 PM	0.25
	126	31.5	10	-0.0025207	-3.9671E+06	0.02018		0.36744	9.2E+04	5:40:22 PM	0.25
	127	31.75	10	0.00089356	1.1191E+07	0.02018		0.36744	9.2E+04	5:40:23 PM	0.251
	128	32	10	-0.017813	-5.6138E+05	0.02018		0.36744	9.2E+04	5:40:23 PM	0.25
	129	32.25	10	0.027228	3.6727E+05	0.02018		0.36744	9.2E+04	5:40:23 PM	0.25
	130	32.5	10	-0.00856	-1.1682E+06	0.02018		0.36744	9.2E+04	5:40:23 PM	0.25
	131	32.75	10	0.006728	1.4863E+06	0.02018		0.36744	9.2E+04	5:40:24 PM	0.249
	132	33	10	0.0039793	2.513E+06	0.02018		0.36744	9.2E+04	5:40:24 PM	0.248
	133	33.25	10	-0.0080013	-1.2498E+06	0.02018		0.36744	9.2E+04	5:40:24 PM	0.249
	134	33.5	10	0.008511	1.1749E+06	0.02018		0.36744	9.2E+04	5:40:24 PM	0.25
	135	33.75	10	0.0078937	1.2668E+06	0.02018		0.36744	9.2E+04	5:40:25 PM	0.248
	136	34	10	-0.0074062	-1.3502E+06	0.02018		0.36744	9.2E+04	5:40:25 PM	0.249
	137	34.25	10	-0.015017	-6.6593E+05	0.02018		0.36744	9.2E+04	5:40:25 PM	0.249
	138	34.5	10	0.015306	6.5335E+05	0.02018		0.36744	9.2E+04	5:40:25 PM	0.249
	139	34.75	10	-0.011846	-8.4417E+05	0.02018		0.36744	9.2E+04	5:40:26 PM	0.249
	140	35	10	0.001679	5.9558E+06	0.02017		0.36744	9.2E+04	5:40:26 PM	0.248
	141	35.25	10	0.013753	7.271E+05	0.02018		0.36744	9.2E+04	5:40:26 PM	0.249
	142	35.5	10	-0.020721	-4.8259E+05	0.02018		0.36744	9.2E+04	5:40:26 PM	0.248
	143	35.75	10	0.014054	7.1156E+05	0.02017		0.36744	9.2E+04	5:40:27 PM	0.249
	144	36	10	0.024159	4.1393E+05	0.02018		0.36744	9.2E+04	5:40:27 PM	0.249
	145	36.25	10	-0.014312	-6.987E+05	0.02018		0.36744	9.2E+04	5:40:27 PM	0.25
	146	36.5	10	-0.013166	-7.5953E+05	0.02018		0.36744	9.2E+04	5:40:27 PM	0.249
	147	36.75	10	0.021231	4.7101E+05	0.02018		0.36744	9.2E+04	5:40:28 PM	0.248
	148	37	10	-0.026764	-3.7364E+05	0.02017		0.36744	9.2E+04	5:40:28 PM	0.248
	149	37.25	10	-0.018062	-5.5365E+05	0.02017		0.36744	9.2E+04	5:40:28 PM	0.248
	150	37.5	10	0.03741	2.6731E+05	0.02018		0.36744	9.2E+04	5:40:28 PM	0.249
	151	37.75	10	-0.032168	-3.1087E+05	0.02018		0.36744	9.2E+04	5:40:29 PM	0.248
	152	38	10	-0.0010518	-9.5075E+06	0.02018		0.36744	9.2E+04	5:40:29 PM	0.248
	153	38.25	10	0.012603	7.9346E+05	0.02017		0.36744	9.2E+04	5:40:29 PM	0.248
	154	38.5	10	-0.006579	-1.52E+06	0.02018		0.36744	9.2E+04	5:40:29 PM	0.248
	155	38.75	10	-0.0066702	-1.4992E+06	0.02017		0.36744	9.2E+04	5:40:30 PM	0.248
	156	39	10	0.032254	3.1004E+05	0.02017		0.36744	9.2E+04	5:40:30 PM	0.248

Test:	std d=0.02mm 20pa

Result:	steady stress 1

Interval and data points:	1	185
Interval data:	Point No.	Time	Shear Stress	Shear Rate	Viscosity	Gap	Complex Viscosity	Torque	Shear Strain	Time of Day	Normal Force
											
		[s]	[Pa]	[1/s]	[mPa·s]	[mm]	[mPa·s]	[mN·m]	[%]	[]	[N]
	1	0.25	20	122.45	163.33	0.02019		0.73489	2.1E+03	5:41:05 PM	0.276
	2	0.5	20	37.232	537.17	0.02024		0.73489	4.29E+03	5:41:05 PM	0.344
	3	0.75	20	232.67	85.957	0.02023		0.73489	7.22E+03	5:41:06 PM	0.322
	4	1	20	209	95.694	0.02025		0.73489	1.51E+04	5:41:06 PM	0.364
	5	1.25	20	1.6581	12062	0.0203		0.73489	1.66E+04	5:41:06 PM	0.428
	6	1.5	20	1.2291	16273	0.02031		0.73489	1.66E+04	5:41:06 PM	0.435
	7	1.75	20	0.96126	20806	0.02031		0.73489	1.66E+04	5:41:07 PM	0.436
	8	2	20	1.0053	19894	0.02031		0.73489	1.67E+04	5:41:07 PM	0.437
	9	2.25	20	0.65279	30638	0.02031		0.73489	1.67E+04	5:41:07 PM	0.439
	10	2.5	20	0.50172	39863	0.02031		0.73489	1.67E+04	5:41:07 PM	0.438
	11	2.75	20	0.27716	72160	0.02031		0.73489	1.67E+04	5:41:08 PM	0.437
	12	3	20	0.23778	84110	0.02031		0.73489	1.67E+04	5:41:08 PM	0.438
	13	3.25	20	0.20364	98215	0.02031		0.73489	1.67E+04	5:41:08 PM	0.437
	14	3.5	20	0.16263	1.2298E+05	0.02031		0.73489	1.67E+04	5:41:08 PM	0.437
	15	3.75	20	0.15694	1.2744E+05	0.02031		0.73489	1.67E+04	5:41:09 PM	0.437
	16	4	20	0.16598	1.2049E+05	0.02031		0.73489	1.67E+04	5:41:09 PM	0.437
	17	4.25	20	0.10819	1.8485E+05	0.02031		0.73489	1.67E+04	5:41:09 PM	0.436
	18	4.5	20	0.1288	1.5528E+05	0.02031		0.73489	1.67E+04	5:41:09 PM	0.436
	19	4.75	20	0.1457	1.3727E+05	0.02031		0.73489	1.67E+04	5:41:10 PM	0.435
	20	5	20	0.097078	2.0602E+05	0.02031		0.73489	1.67E+04	5:41:10 PM	0.435
	21	5.25	20	0.10805	1.851E+05	0.02031		0.73489	1.67E+04	5:41:10 PM	0.436
	22	5.5	20	0.12193	1.6403E+05	0.02031		0.73489	1.67E+04	5:41:10 PM	0.436
	23	5.75	20	0.08875	2.2535E+05	0.02031		0.73489	1.68E+04	5:41:11 PM	0.435
	24	6	20	0.080893	2.4724E+05	0.02031		0.73489	1.68E+04	5:41:11 PM	0.435
	25	6.25	20	0.10093	1.9816E+05	0.02031		0.73489	1.68E+04	5:41:11 PM	0.435
	26	6.5	20	0.070473	2.838E+05	0.02031		0.73489	1.68E+04	5:41:11 PM	0.435
	27	6.75	20	0.064665	3.0929E+05	0.02031		0.73489	1.68E+04	5:41:12 PM	0.435
	28	7	20	0.084078	2.3787E+05	0.02031		0.73489	1.68E+04	5:41:12 PM	0.435
	29	7.25	20	0.044803	4.464E+05	0.02031		0.73489	1.68E+04	5:41:12 PM	0.435
	30	7.5	20	0.055823	3.5827E+05	0.02031		0.73489	1.68E+04	5:41:12 PM	0.434
	31	7.75	20	0.052345	3.8208E+05	0.02031		0.73489	1.68E+04	5:41:13 PM	0.433
	32	8	20	0.04171	4.795E+05	0.02031		0.73489	1.68E+04	5:41:13 PM	0.435
	33	8.25	20	0.050477	3.9622E+05	0.02031		0.73489	1.68E+04	5:41:13 PM	0.435
	34	8.5	20	0.038524	5.1915E+05	0.02031		0.73489	1.68E+04	5:41:13 PM	0.434
	35	8.75	20	0.029054	6.8838E+05	0.02031		0.73489	1.68E+04	5:41:14 PM	0.434
	36	9	20	0.046869	4.2672E+05	0.02031		0.73489	1.68E+04	5:41:14 PM	0.434
	37	9.25	20	0.051021	3.9199E+05	0.02031		0.73489	1.68E+04	5:41:14 PM	0.434
	38	9.5	20	0.020525	9.7443E+05	0.02031		0.73489	1.68E+04	5:41:14 PM	0.434
	39	9.75	20	0.041924	4.7705E+05	0.0203		0.73489	1.68E+04	5:41:15 PM	0.433
	40	10	20	0.03072	6.5105E+05	0.0203		0.73489	1.68E+04	5:41:15 PM	0.432
	41	10.25	20	0.019292	1.0367E+06	0.0203		0.73489	1.68E+04	5:41:15 PM	0.431
	42	10.5	20	0.027449	7.2861E+05	0.0203		0.73489	1.68E+04	5:41:15 PM	0.432
	43	10.75	20	0.024204	8.2631E+05	0.0203		0.73489	1.68E+04	5:41:16 PM	0.432
	44	11	20	0.020889	9.5745E+05	0.0203		0.73489	1.68E+04	5:41:16 PM	0.432
	45	11.25	20	0.02691	7.4323E+05	0.0203		0.73489	1.68E+04	5:41:16 PM	0.432
	46	11.5	20	0.039289	5.0905E+05	0.0203		0.73489	1.68E+04	5:41:16 PM	0.432
	47	11.75	20	0.0043014	4.6496E+06	0.0203		0.73489	1.68E+04	5:41:17 PM	0.431
	48	12	20	0.04085	4.8959E+05	0.0203		0.73489	1.68E+04	5:41:17 PM	0.432
	49	12.25	20	0.037698	5.3053E+05	0.0203		0.73489	1.68E+04	5:41:17 PM	0.431
	50	12.5	20	0.0080752	2.4767E+06	0.0203		0.73489	1.68E+04	5:41:17 PM	0.432
	51	12.75	20	0.029078	6.878E+05	0.0203		0.73489	1.68E+04	5:41:18 PM	0.431
	52	13	20	0.034606	5.7793E+05	0.0203		0.73489	1.68E+04	5:41:18 PM	0.431
	53	13.25	20	0.0043701	4.5765E+06	0.0203		0.73489	1.68E+04	5:41:18 PM	0.431
	54	13.5	20	0.028096	7.1184E+05	0.0203		0.73489	1.68E+04	5:41:18 PM	0.431
	55	13.75	20	0.039055	5.121E+05	0.0203		0.73489	1.68E+04	5:41:19 PM	0.431
	56	14	20	-0.002833	-7.0596E+06	0.0203		0.73489	1.68E+04	5:41:19 PM	0.43
	57	14.25	20	0.025208	7.934E+05	0.0203		0.73489	1.68E+04	5:41:19 PM	0.43
	58	14.5	20	0.035724	5.5985E+05	0.0203		0.73489	1.68E+04	5:41:19 PM	0.429
	59	14.75	20	-0.006358	-3.1457E+06	0.0203		0.73489	1.68E+04	5:41:20 PM	0.43
	60	15	20	0.028067	7.1259E+05	0.0203		0.73489	1.68E+04	5:41:20 PM	0.43
	61	15.25	20	0.022741	8.7947E+05	0.0203		0.73489	1.68E+04	5:41:20 PM	0.431
	62	15.5	20	0.0041026	4.8749E+06	0.0203		0.73489	1.68E+04	5:41:20 PM	0.431
	63	15.75	20	0.01268	1.5773E+06	0.0203		0.73489	1.68E+04	5:41:21 PM	0.43
	64	16	20	0.032897	6.0797E+05	0.0203		0.73489	1.68E+04	5:41:21 PM	0.429
	65	16.25	20	-0.0036018	-5.5528E+06	0.0203		0.73489	1.68E+04	5:41:21 PM	0.429
	66	16.5	20	0.029888	6.6916E+05	0.0203		0.73489	1.68E+04	5:41:21 PM	0.43
	67	16.75	20	0.015993	1.2506E+06	0.0203		0.73489	1.68E+04	5:41:22 PM	0.43
	68	17	20	-0.0020156	-9.9224E+06	0.0203		0.73489	1.68E+04	5:41:22 PM	0.429
	69	17.25	20	0.014618	1.3682E+06	0.0203		0.73489	1.68E+04	5:41:22 PM	0.429
	70	17.5	20	0.010128	1.9747E+06	0.0203		0.73489	1.68E+04	5:41:22 PM	0.43
	71	17.75	20	0.011527	1.7351E+06	0.0203		0.73489	1.68E+04	5:41:23 PM	0.43
	72	18	20	0.016783	1.1917E+06	0.0203		0.73489	1.68E+04	5:41:23 PM	0.43
	73	18.25	20	0.026636	7.5087E+05	0.0203		0.73489	1.68E+04	5:41:23 PM	0.429
	74	18.5	20	-0.0034061	-5.8718E+06	0.0203		0.73489	1.68E+04	5:41:23 PM	0.43
	75	18.75	20	0.032211	6.209E+05	0.0203		0.73489	1.68E+04	5:41:24 PM	0.43
	76	19	20	0.011376	1.758E+06	0.0203		0.73489	1.68E+04	5:41:24 PM	0.429
	77	19.25	20	-0.0090798	-2.2027E+06	0.0203		0.73489	1.68E+04	5:41:24 PM	0.429
	78	19.5	20	0.029517	6.7757E+05	0.0203		0.73489	1.68E+04	5:41:24 PM	0.429
	79	19.75	20	0.020257	9.8731E+05	0.0203		0.73489	1.68E+04	5:41:25 PM	0.429
	80	20	20	-0.028297	-7.0679E+05	0.0203		0.73489	1.68E+04	5:41:25 PM	0.429
	81	20.25	20	0.020738	9.6443E+05	0.0203		0.73489	1.68E+04	5:41:25 PM	0.429
	82	20.5	20	0.024353	8.2125E+05	0.0203		0.73489	1.68E+04	5:41:25 PM	0.429
	83	20.75	20	-0.011571	-1.7285E+06	0.0203		0.73489	1.68E+04	5:41:26 PM	0.429
	84	21	20	0.032933	6.073E+05	0.0203		0.73489	1.68E+04	5:41:26 PM	0.428
	85	21.25	20	0.021294	9.3925E+05	0.0203		0.73489	1.68E+04	5:41:26 PM	0.429
	86	21.5	20	-0.018911	-1.0576E+06	0.0203		0.73489	1.68E+04	5:41:26 PM	0.428
	87	21.75	20	0.019817	1.0092E+06	0.0203		0.73489	1.68E+04	5:41:27 PM	0.428
	88	22	20	0.018892	1.0586E+06	0.0203		0.73489	1.68E+04	5:41:27 PM	0.428
	89	22.25	20	-0.0017421	-1.148E+07	0.0203		0.73489	1.68E+04	5:41:27 PM	0.428
	90	22.5	20	0.010638	1.88E+06	0.0203		0.73489	1.68E+04	5:41:27 PM	0.427
	91	22.75	20	0.018198	1.099E+06	0.0203		0.73489	1.68E+04	5:41:28 PM	0.428
	92	23	20	-0.010902	-1.8345E+06	0.0203		0.73489	1.68E+04	5:41:28 PM	0.428
	93	23.25	20	0.0027707	7.2184E+06	0.0203		0.73489	1.68E+04	5:41:28 PM	0.427
	94	23.5	20	0.0060348	3.3141E+06	0.0203		0.73489	1.68E+04	5:41:28 PM	0.427
	95	23.75	20	-0.0066642	-3.0011E+06	0.0203		0.73489	1.68E+04	5:41:29 PM	0.428
	96	24	20	0.019568	1.0221E+06	0.0203		0.73489	1.68E+04	5:41:29 PM	0.427
	97	24.25	20	-0.0070661	-2.8304E+06	0.0203		0.73489	1.68E+04	5:41:29 PM	0.428
	98	24.5	20	0.013831	1.446E+06	0.0203		0.73489	1.68E+04	5:41:29 PM	0.429
	99	24.75	20	0.021548	9.2815E+05	0.0203		0.73489	1.68E+04	5:41:30 PM	0.428
	100	25	20	0.0135	1.4815E+06	0.0203		0.73489	1.68E+04	5:41:30 PM	0.428
	101	25.25	20	-0.0050825	-3.9351E+06	0.0203		0.73489	1.68E+04	5:41:30 PM	0.429
	102	25.5	20	0.031055	6.4402E+05	0.0203		0.73489	1.68E+04	5:41:30 PM	0.428
	103	25.75	20	-0.0017742	-1.1273E+07	0.0203		0.73489	1.68E+04	5:41:31 PM	0.428
	104	26	20	-0.010664	-1.8755E+06	0.0203		0.73489	1.68E+04	5:41:31 PM	0.427
	105	26.25	20	0.026248	7.6195E+05	0.0203		0.73489	1.68E+04	5:41:31 PM	0.427
	106	26.5	20	0.0048749	4.1026E+06	0.0203		0.73489	1.68E+04	5:41:31 PM	0.427
	107	26.75	20	-0.0091768	-2.1794E+06	0.0203		0.73489	1.68E+04	5:41:32 PM	0.427
	108	27	20	0.020011	9.9943E+05	0.0203		0.73489	1.68E+04	5:41:32 PM	0.426
	109	27.25	20	0.0016795	1.1908E+07	0.0203		0.73489	1.68E+04	5:41:32 PM	0.427
	110	27.5	20	-0.0076016	-2.631E+06	0.0203		0.73489	1.68E+04	5:41:32 PM	0.426
	111	27.75	20	0.029728	6.7277E+05	0.0203		0.73489	1.68E+04	5:41:33 PM	0.426
	112	28	20	0.016634	1.2024E+06	0.0203		0.73489	1.68E+04	5:41:33 PM	0.426
	113	28.25	20	-0.027888	-7.1716E+05	0.0203		0.73489	1.68E+04	5:41:33 PM	0.426
	114	28.5	20	0.037762	5.2964E+05	0.0203		0.73489	1.68E+04	5:41:33 PM	0.426
	115	28.75	20	0.012795	1.5631E+06	0.0203		0.73489	1.68E+04	5:41:34 PM	0.426
	116	29	20	-0.015264	-1.3102E+06	0.0203		0.73489	1.68E+04	5:41:34 PM	0.425
	117	29.25	20	0.027357	7.3108E+05	0.0203		0.73489	1.68E+04	5:41:34 PM	0.425
	118	29.5	20	0.0051571	3.8781E+06	0.0203		0.73489	1.68E+04	5:41:34 PM	0.425
	119	29.75	20	-0.0069645	-2.8717E+06	0.0203		0.73489	1.68E+04	5:41:35 PM	0.426
	120	30	20	0.0084809	2.3582E+06	0.0203		0.73489	1.68E+04	5:41:35 PM	0.425
	121	30.25	20	0.010009	1.9983E+06	0.0203		0.73489	1.68E+04	5:41:35 PM	0.426
	122	30.5	20	-0.022214	-9.0034E+05	0.0203		0.73489	1.68E+04	5:41:35 PM	0.424
	123	30.75	20	0.031312	6.3873E+05	0.0203		0.73489	1.68E+04	5:41:36 PM	0.425
	124	31	20	0.0041936	4.7692E+06	0.0203		0.73489	1.68E+04	5:41:36 PM	0.425
	125	31.25	20	0.0032851	6.0882E+06	0.0203		0.73489	1.68E+04	5:41:36 PM	0.425
	126	31.5	20	0.025801	7.7517E+05	0.0203		0.73489	1.68E+04	5:41:36 PM	0.425
	127	31.75	20	0.011113	1.7997E+06	0.0203		0.73489	1.68E+04	5:41:37 PM	0.425
	128	32	20	-0.0041615	-4.806E+06	0.0203		0.73489	1.68E+04	5:41:37 PM	0.425
	129	32.25	20	0.0080761	2.4764E+06	0.0203		0.73489	1.68E+04	5:41:37 PM	0.425
	130	32.5	20	-0.005149	-3.8843E+06	0.0203		0.73489	1.68E+04	5:41:37 PM	0.425
	131	32.75	20	-0.014909	-1.3415E+06	0.0203		0.73489	1.68E+04	5:41:38 PM	0.426
	132	33	20	0.022618	8.8426E+05	0.0203		0.73489	1.68E+04	5:41:38 PM	0.425
	133	33.25	20	-0.015897	-1.2581E+06	0.0203		0.73489	1.68E+04	5:41:38 PM	0.425
	134	33.5	20	0.0016345	1.2236E+07	0.0203		0.73489	1.68E+04	5:41:38 PM	0.426
	135	33.75	20	0.015254	1.3111E+06	0.0203		0.73489	1.68E+04	5:41:39 PM	0.425
	136	34	20	0.00012456	1.6057E+08	0.0203		0.73489	1.68E+04	5:41:39 PM	0.425
	137	34.25	20	-0.0020708	-9.6579E+06	0.0203		0.73489	1.68E+04	5:41:39 PM	0.426
	138	34.5	20	0.02675	7.4767E+05	0.0203		0.73489	1.68E+04	5:41:39 PM	0.425
	139	34.75	20	6.8776E-05	2.908E+08	0.0203		0.73489	1.68E+04	5:41:40 PM	0.425
	140	35	20	-0.010004	-1.9992E+06	0.0203		0.73489	1.68E+04	5:41:40 PM	0.424
	141	35.25	20	0.026938	7.4244E+05	0.0203		0.73489	1.68E+04	5:41:40 PM	0.425
	142	35.5	20	-0.0095328	-2.098E+06	0.0203		0.73489	1.68E+04	5:41:40 PM	0.424
	143	35.75	20	-0.0087125	-2.2955E+06	0.0203		0.73489	1.68E+04	5:41:41 PM	0.424
	144	36	20	0.022231	8.9962E+05	0.0203		0.73489	1.68E+04	5:41:41 PM	0.425
	145	36.25	20	-0.009209	-2.1718E+06	0.0203		0.73489	1.68E+04	5:41:41 PM	0.424
	146	36.5	20	-0.015573	-1.2843E+06	0.0203		0.73489	1.68E+04	5:41:41 PM	0.425
	147	36.75	20	0.016626	1.2029E+06	0.0203		0.73489	1.68E+04	5:41:42 PM	0.425
	148	37	20	0.010265	1.9483E+06	0.0203		0.73489	1.68E+04	5:41:42 PM	0.425
	149	37.25	20	-0.023679	-8.4462E+05	0.0203		0.73489	1.68E+04	5:41:42 PM	0.425
	150	37.5	20	0.032734	6.1098E+05	0.0203		0.73489	1.68E+04	5:41:42 PM	0.425
	151	37.75	20	0.0020227	9.8876E+06	0.0203		0.73489	1.68E+04	5:41:43 PM	0.425
	152	38	20	-0.0045829	-4.3641E+06	0.0203		0.73489	1.68E+04	5:41:43 PM	0.425
	153	38.25	20	0.015345	1.3034E+06	0.0203		0.73489	1.68E+04	5:41:43 PM	0.426
	154	38.5	20	0.0013067	1.5306E+07	0.0203		0.73489	1.68E+04	5:41:43 PM	0.425
	155	38.75	20	-0.010536	-1.8982E+06	0.0203		0.73489	1.68E+04	5:41:44 PM	0.425
	156	39	20	0.0015834	1.2631E+07	0.0203		0.73489	1.68E+04	5:41:44 PM	0.424
	157	39.25	20	0.010411	1.921E+06	0.0203		0.73489	1.68E+04	5:41:44 PM	0.425
	158	39.5	20	-0.0039475	-5.0665E+06	0.0203		0.73489	1.68E+04	5:41:44 PM	0.425
	159	39.75	20	0.010453	1.9134E+06	0.0203		0.73489	1.68E+04	5:41:45 PM	0.425
	160	40	20	-0.0088361	-2.2634E+06	0.0203		0.73489	1.68E+04	5:41:45 PM	0.424
	161	40.25	20	-0.002958	-6.7612E+06	0.0203		0.73489	1.68E+04	5:41:45 PM	0.425
	162	40.5	20	0.013756	1.4539E+06	0.0203		0.73489	1.68E+04	5:41:45 PM	0.425
	163	40.75	20	-0.0050589	-3.9534E+06	0.0203		0.73489	1.68E+04	5:41:46 PM	0.424
	164	41	20	0.0095176	2.1014E+06	0.0203		0.73489	1.68E+04	5:41:46 PM	0.424
	165	41.25	20	0.022853	8.7516E+05	0.0203		0.73489	1.68E+04	5:41:46 PM	0.424
	166	41.5	20	-0.0019923	-1.0039E+07	0.0203		0.73489	1.68E+04	5:41:46 PM	0.424
	167	41.75	20	-0.002437	-8.2067E+06	0.0203		0.73489	1.68E+04	5:41:47 PM	0.424
	168	42	20	0.0236	8.4745E+05	0.0203		0.73489	1.68E+04	5:41:47 PM	0.423
	169	42.25	20	-0.013335	-1.4998E+06	0.0203		0.73489	1.68E+04	5:41:47 PM	0.423
	170	42.5	20	-0.011514	-1.737E+06	0.0203		0.73489	1.68E+04	5:41:47 PM	0.423
	171	42.75	20	0.032069	6.2365E+05	0.0203		0.73489	1.68E+04	5:41:48 PM	0.423
	172	43	20	-0.025515	-7.8384E+05	0.0203		0.73489	1.68E+04	5:41:48 PM	0.423
	173	43.25	20	-0.011607	-1.723E+06	0.0203		0.73489	1.68E+04	5:41:48 PM	0.422
	174	43.5	20	0.034768	5.7524E+05	0.0203		0.73489	1.68E+04	5:41:48 PM	0.423
	175	43.75	20	-0.0022292	-8.9717E+06	0.0203		0.73489	1.68E+04	5:41:49 PM	0.422
	176	44	20	-0.018646	-1.0726E+06	0.0203		0.73489	1.68E+04	5:41:49 PM	0.423
	177	44.25	20	0.038015	5.2611E+05	0.0203		0.73489	1.68E+04	5:41:49 PM	0.424
	178	44.5	20	-0.0044102	-4.535E+06	0.0203		0.73489	1.68E+04	5:41:49 PM	0.424
	179	44.75	20	-0.016501	-1.212E+06	0.0203		0.73489	1.68E+04	5:41:50 PM	0.425
	180	45	20	0.017396	1.1497E+06	0.0203		0.73489	1.68E+04	5:41:50 PM	0.425
	181	45.25	20	-0.0084455	-2.3681E+06	0.0203		0.73489	1.68E+04	5:41:50 PM	0.425
	182	45.5	20	0.0011562	1.7299E+07	0.0203		0.73489	1.68E+04	5:41:50 PM	0.425
	183	45.75	20	0.0070502	2.8368E+06	0.0203		0.73489	1.68E+04	5:41:51 PM	0.426
	184	46	20	-0.016155	-1.238E+06	0.0203		0.73489	1.68E+04	5:41:51 PM	0.424
	185	46.25	20	0.0053386	3.7463E+06	0.0203		0.73489	1.68E+04	5:41:51 PM	0.424

Test:	std d=0.02mm 50pa

Result:	steady stress 1

Interval and data points:	1	113
Interval data:	Point No.	Time	Shear Stress	Shear Rate	Viscosity	Gap	Complex Viscosity	Torque	Shear Strain	Time of Day	Normal Force
											
		[s]	[Pa]	[1/s]	[mPa·s]	[mm]	[mPa·s]	[mN·m]	[%]	[]	[N]
	1	0.25	50	971.77	51.452	0.02035		1.8372	8.76E+03	5:42:41 PM	0.486
	2	0.5	50	2066.7	24.193	0.02036		1.8372	5.08E+04	5:42:41 PM	0.512
	3	0.75	50	3255.7	15.357	0.02053		1.8372	1.17E+05	5:42:42 PM	0.754
	4	1	50	4179.6	11.963	0.0205		1.8372	2.11E+05	5:42:42 PM	0.699
	5	1.25	50	4699.7	10.639	0.02041		1.8372	3.23E+05	5:42:42 PM	0.577
	6	1.5	50	5233.1	9.5545	0.0204		1.8372	4.48E+05	5:42:42 PM	0.575
	7	1.75	50	5408.4	9.2448	0.02041		1.8372	5.82E+05	5:42:43 PM	0.576
	8	2	50	5498.9	9.0927	0.02031		1.8372	7.22E+05	5:42:43 PM	0.437
	9	2.25	50	5346.3	9.3523	0.02022		1.8372	8.6E+05	5:42:43 PM	0.306
	10	2.5	50	5578.5	8.963	0.02027		1.8372	9.95E+05	5:42:43 PM	0.387
	11	2.75	50	5605	8.9205	0.02045		1.8372	1.12E+06	5:42:44 PM	0.63
	12	3	50	5903.7	8.4693	0.0203		1.8372	1.28E+06	5:42:44 PM	0.424
	13	3.25	50	5905.2	8.4671	0.02018		1.8372	1.43E+06	5:42:44 PM	0.253
	14	3.5	50	5813.8	8.6002	0.02035		1.8372	1.57E+06	5:42:44 PM	0.509
	15	3.75	50	5861.3	8.5306	0.02025		1.8372	1.72E+06	5:42:45 PM	0.347
	16	4	50	5704.7	8.7648	0.02021		1.8372	1.87E+06	5:42:45 PM	0.296
	17	4.25	50	5806.3	8.6114	0.02018		1.8372	2.02E+06	5:42:45 PM	0.261
	18	4.5	50	5496	9.0975	0.02032		1.8372	2.14E+06	5:42:45 PM	0.454
	19	4.75	50	5716.8	8.7462	0.0202		1.8372	2.3E+06	5:42:46 PM	0.28
	20	5	50	5528.2	9.0445	0.02014		1.8372	2.44E+06	5:42:46 PM	0.194
	21	5.25	50	5639	8.8668	0.02026		1.8372	2.57E+06	5:42:46 PM	0.375
	22	5.5	50	5477.7	9.1278	0.02027		1.8372	2.71E+06	5:42:46 PM	0.374
	23	5.75	50	5608.5	8.915	0.02018		1.8372	2.86E+06	5:42:47 PM	0.264
	24	6	50	5541.6	9.0226	0.02011		1.8372	3.01E+06	5:42:47 PM	0.16
	25	6.25	50	5460.3	9.1569	0.02032		1.8372	3.11E+06	5:42:47 PM	0.465
	26	6.5	50	5535.2	9.0331	0.02023		1.8372	3.26E+06	5:42:47 PM	0.317
